Date,Keywords,Classification,Positive,Negative,Neutral
20160219,gold inflation federal reserve interest rates us dollar,negative,0.12,0.87,0.01
20160219,gold oil prices inflation jobless claims federal reserve,negative,0.02,0.98,0.0
20160219,oil prices crude futures supply glut opec inventories,negative,0.1,0.89,0.0
20160219,oil crude stocks oversupply brent energy information administration,positive,0.99,0.0,0.01
20160219,oil prices output freeze opec crude inventories saudi arabia,positive,0.94,0.05,0.01
20160219,crude oil output freeze opec inventory prices,positive,0.98,0.0,0.01
20160221,oil prices supply glut opec crude stockpiles brent,negative,0.04,0.96,0.0
20160221,gold federal reserve interest rates safehaven commodities,negative,0.21,0.66,0.13
20160221,gold federal reserve interest rates economic data commodities,neutral,0.14,0.36,0.5
20160221,natural gas futures storage weather demand,negative,0.05,0.87,0.08
20160221,crude oil supply glut rig count brent opec,negative,0.23,0.77,0.0
20160221,crude oil supply glut rig count brent opec,negative,0.23,0.77,0.0
20160221,saudi arabia oil prices opec us shale production freeze,positive,0.92,0.0,0.08
20160221,opec oil prices production freeze iran oversupply,neutral,0.24,0.02,0.73
20160222,bankruptcy pipeline contracts oil producers midstream sector sabine oil,positive,0.98,0.02,0.0
20160222,crude oil iea us production opec oil prices,negative,0.14,0.84,0.02
20160222,oil supply iea market rebalancing investment cuts oil prices,negative,0.46,0.54,0.0
20160222,gold us dollar oil prices federal reserve stock markets,negative,0.11,0.84,0.05
20160222,gold inflation federal reserve dollar brexit,negative,0.07,0.92,0.0
20160222,gold interest rates inflation federal reserve brexit,negative,0.03,0.96,0.01
20160222,gold interest rates inflation brexit federal reserve,negative,0.04,0.95,0.0
20160222,gold oil prices equities federal reserve interest rates,negative,0.05,0.95,0.01
20160222,natural gas futures storage weather demand,negative,0.05,0.87,0.08
20160222,crude oil us production iea forecast opec oil prices,negative,0.06,0.94,0.01
20160222,crude oil us production iea forecast opec oil prices,negative,0.06,0.94,0.01
20160222,oil prices rig count oversupply crude futures brent,negative,0.02,0.98,0.0
20160222,oil prices shale production iea opec rig count,negative,0.38,0.6,0.02
20160222,oil market iea us output price spike investment cuts,negative,0.48,0.52,0.0
20160223,oil prices opec production freeze brent crude saudi arabia,positive,0.84,0.05,0.11
20160223,crude oil saudi arabia iran production freeze oil prices,positive,0.76,0.07,0.16
20160223,gold interest rates consumer confidence manufacturing fed,negative,0.42,0.49,0.08
20160223,gold oil prices federal reserve stock markets economic data,negative,0.18,0.69,0.14
20160223,gold futures safehaven federal reserve interest rates economic data,neutral,0.13,0.27,0.59
20160223,gold consumer confidence federal reserve interest rates safehaven,neutral,0.05,0.01,0.95
20160223,crude oil saudi arabia iran production freeze inventories,positive,0.99,0.0,0.01
20160223,crude oil saudi arabia iran production freeze us inventories,positive,0.98,0.01,0.02
20160223,crude oil saudi arabia iran production freeze us inventories,positive,0.98,0.01,0.02
20160223,oil prices oversupply us crude brent iran,negative,0.02,0.98,0.0
20160223,oil prices supply glut us production opec brent crude,negative,0.03,0.97,0.0
20160223,oil prices iran output freeze saudi arabia crude inventory,neutral,0.1,0.11,0.79
20160223,natural gas futures storage weather demand,negative,0.05,0.87,0.08
20160224,oil glut demand growth opec iranian supply emissions,positive,0.89,0.11,0.0
20160224,crude oil inventories production opec shell,negative,0.01,0.55,0.44
20160224,gold prices oil markets fed policy market volatility safehaven assets,negative,0.11,0.87,0.02
20160224,gold oil prices safe equities federal reserve,neutral,0.17,0.31,0.52
20160224,gold federal reserve interest rates safe market volatility,negative,0.3,0.44,0.27
20160224,gold oil prices safe jpmorgan us economy,neutral,0.01,0.0,0.99
20160224,crude oil shale production inventories opec iran,positive,0.53,0.46,0.01
20160224,crude oil inventories shale production opec iran,negative,0.01,0.99,0.0
20160224,oil prices saudi arabia production cuts us stockpiles brent crude,positive,0.99,0.01,0.0
20160224,oil prices saudi arabia production cuts us crude inventories,positive,0.99,0.01,0.0
20160224,natural gas futures storage demand prices,negative,0.19,0.8,0.01
20160224,crude oil inventories opec production prices,negative,0.24,0.76,0.01
20160225,gold prices china stocks federal reserve monetary policy economic data,negative,0.18,0.77,0.05
20160225,gold durable goods jobless claims federal reserve interest rates,negative,0.06,0.94,0.0
20160225,gold futures federal reserve interest rates economic data oil prices,negative,0.17,0.77,0.06
20160225,gold china stocks us economic data federal reserve commodities,negative,0.02,0.98,0.0
20160225,halliburton layoffs oil prices schlumberger baker hughes,negative,0.27,0.73,0.0
20160225,natural gas futures storage weather demand,negative,0.05,0.87,0.08
20160225,crude oil opec production freeze us rig count russia,positive,0.94,0.0,0.06
20160225,crude oil rig count opec production freeze shell,positive,0.98,0.01,0.01
20160225,oil prices crude stockpiles production freeze global supply iran,positive,0.84,0.16,0.0
20160225,oil prices crude inventories supply glut opec brent,negative,0.02,0.98,0.0
20160225,crude oil opec russia production freeze oil prices,positive,0.8,0.02,0.19
20160225,oil prices supply glut inventories opec production freeze,negative,0.3,0.69,0.02
20160226,crude oil opec production freeze rig count oil prices,positive,0.56,0.01,0.43
20160226,gold inflation federal reserve interest rates us dollar,negative,0.12,0.87,0.01
20160226,gold futures us economy oil prices federal reserve,negative,0.03,0.97,0.01
20160226,oil futures production cut supply glut crude prices opec,positive,0.99,0.01,0.0
20160226,crude oil short positions gasoline demand inventories supply glut,negative,0.01,0.99,0.0
20160226,oil prices profittaking supply disruptions us crude brent,positive,0.53,0.46,0.0
20160226,wire fraud kickbacks oil industry houston latin america,positive,0.99,0.01,0.0
20160227,pdvsa venezuela default oil exports debt,positive,0.99,0.0,0.0
20160228,oil prices supply glut opec production freeze us stockpiles,negative,0.29,0.71,0.0
20160228,gold us dollar interest rates economic data commodities,negative,0.09,0.64,0.26
20160228,gold interest rates us dollar china commodities,negative,0.14,0.79,0.06
20160228,gold us dollar interest rates china commodities,negative,0.11,0.78,0.1
20160228,natural gas futures storage prices demand,negative,0.23,0.75,0.02
20160228,crude oil opec us stockpiles production freeze supply glut,positive,0.98,0.01,0.01
20160228,crude oil supply glut opec us stockpiles production freeze,positive,0.95,0.05,0.0
20160229,chevron geothermal asia asset sale oil prices,negative,0.2,0.79,0.01
20160229,crude oil saudi arabia opec production china,positive,0.86,0.12,0.03
20160229,gold futures us economic data pending home sales federal reserve china economy,negative,0.11,0.87,0.02
20160229,gold china liquidity pmi futures,negative,0.05,0.95,0.0
20160229,gold china pmi liquidity monetary policy,negative,0.02,0.88,0.1
20160229,gold china stocks safehaven us economy interest rates,negative,0.06,0.94,0.01
20160229,gold futures economic data federal reserve china stimulus commodity prices,positive,0.72,0.27,0.01
20160229,oil prices shale carbon dioxide fracking technology,negative,0.18,0.82,0.0
20160229,gold futures sentiment index s&p 500 currency positions investor trends,negative,0.48,0.51,0.01
20160229,crude oil china pmi saudi arabia opec oil prices,negative,0.03,0.96,0.01
20160229,oil prices production freeze us rig count supply glut brent crude,positive,0.97,0.02,0.01
20160229,brent oil production freeze shale output gasoline demand crude inventories,positive,0.89,0.07,0.04
20160229,oil prices production freeze opec us crude supply glut,positive,0.99,0.01,0.0
20160229,brent crude saudi arabia opec output freeze investor sentiment,positive,0.97,0.01,0.02
20160229,oil prices supply glut opec production freeze demand,negative,0.06,0.93,0.0
20160229,putin oil prices taxation russia opec,negative,0.1,0.9,0.0
20160229,natural gas futures storage weather demand,negative,0.05,0.87,0.08
20160229,shale oil production oil prices efficiency opec,negative,0.42,0.57,0.01
20160301,shale production oil output efficiency gains drilling cuts oil prices,negative,0.13,0.87,0.0
20160301,crude oil opec shale production inventories prices,positive,0.93,0.07,0.01
20160301,gold manufacturing us dollar construction spending commodities,negative,0.03,0.97,0.0
20160301,gold federal reserve manufacturing inflation central banks,negative,0.04,0.96,0.0
20160301,gold manufacturing federal reserve inflation central banks,negative,0.04,0.95,0.0
20160301,gold stimulus china central banks manufacturing,positive,0.59,0.41,0.0
20160301,natural gas futures storage heating demand el niño,negative,0.44,0.53,0.03
20160301,crude oil stockpiles opec shale production oil prices,positive,0.92,0.07,0.01
20160301,crude oil stockpiles opec shale prices,negative,0.48,0.52,0.01
20160301,crude oil stockpiles opec shale prices,negative,0.48,0.52,0.01
20160301,crude oil stockpiles opec shale production oil prices,positive,0.92,0.07,0.01
20160301,oil prices opec us production china demand crude output,negative,0.02,0.96,0.01
20160301,opec oil prices iran production freeze russia,positive,0.96,0.01,0.03
20160301,oil production russia freeze agreement saudi arabia energy policy,positive,0.97,0.0,0.03
20160301,oil prices shale production crude stockpiles opec brent,negative,0.06,0.94,0.0
20160301,oil production opec output freeze uae global market,positive,0.99,0.0,0.01
20160301,crude oil inventory opec shale prices,negative,0.08,0.9,0.03
20160302,crude oil inventories storage production prices,negative,0.26,0.74,0.01
20160302,aubrey mcclendon antitrust energy &amp; minerals group oil acreage bid rigging,negative,0.08,0.92,0.0
20160302,exxon mobil oil prices spending cuts acquisitions production,positive,0.58,0.42,0.0
20160302,gold jobs report us economy federal reserve dollar,negative,0.37,0.63,0.0
20160302,gold futures us employment federal reserve nonfarm payrolls commodities,negative,0.06,0.94,0.0
20160302,gold us jobs interest rates dollar commodities,negative,0.09,0.9,0.01
20160302,gold silver interest rates jobs report federal reserve,negative,0.03,0.96,0.01
20160302,hess corporation leadership change james quigley mark williams dividend,negative,0.42,0.55,0.03
20160302,nathan tinkler bankruptcy coal mining australia private jet,negative,0.03,0.96,0.0
20160302,natural gas futures storage demand weather,negative,0.07,0.92,0.01
20160302,crude oil inventories wti production saudi arabia,negative,0.01,0.99,0.0
20160302,crude oil inventories prices production oversupply,positive,0.92,0.07,0.0
20160302,oil prices crude inventories us stockpiles api data market speculation,negative,0.01,0.98,0.0
20160302,statoil exxonmobil ireland oil exploration seismic surveys,negative,0.01,0.99,0.0
20160302,oil prices crude inventories production freeze shale oil opec,positive,0.99,0.01,0.01
20160302,oil prices us inventories supply glut brent crude opec,negative,0.02,0.98,0.0
20160303,aubrey mcclendon chesapeake energy fracking antitrust indictment oklahoma city,positive,0.98,0.01,0.0
20160303,crude oil opec production freeze saudi arabia inventories,positive,0.96,0.0,0.04
20160303,aubrey mcclendon chesapeake energy car crash antitrust charges shale gas,positive,0.99,0.01,0.0
20160303,gold futures us economy rate hikes jobs report,positive,0.55,0.45,0.0
20160303,gold futures us economy safe service sector federal reserve,negative,0.06,0.74,0.2
20160303,gold jobs report federal reserve interest rates economic data,negative,0.27,0.73,0.01
20160303,gold us jobs economic data federal reserve dollar,negative,0.15,0.84,0.01
20160303,iran oil exports europe opec crude prices,negative,0.34,0.63,0.04
20160303,iran oil exports europe sanctions opec,negative,0.07,0.91,0.02
20160303,natural gas futures storage prices demand,negative,0.23,0.75,0.02
20160303,crude oil opec rig count iran exports saudi arabia,negative,0.19,0.64,0.17
20160303,crude oil opec iran exports production freeze rig count,positive,0.87,0.0,0.13
